7208.59,Yeda0,2.46154
7208.69,Yema_ads0,0.368011
7208.71,Yema_ads0,0.363678
7208.73,Yema_ads0,0.361023
7208.75,Yema_ads0,0.35965
7208.77,Yema_ads0,0.358887
7208.79,Yema_ads0,0.358582
7208.8,Yema_ads0,0.35849
7208.82,Yema_ads0,0.358917
7208.84,Yeda0,4.26667
7208.86,Yema_ads0,0.360474
7208.88,Yema_ads0,0.361328
7208.9,Yema_ads0,0.362213
7208.92,Yema_ads0,0.362946
7208.94,Yema_ads0,0.363647
7208.96,Yema_ads0,0.364136
7208.98,Yema_ads0,0.364471
7209.0,Yema_ads0,0.364716
7209.02,Yema_ads0,0.364868
7209.04,Yema_ads0,0.364868
7209.06,Yema_ads0,0.364532
7209.08,Yema_ads0,0.363373
7209.1,Yeda0,2.90909
7209.12,Yema_ads0,0.358307
7209.13,Yema_ads0,0.358948
7209.15,Yema_ads0,0.361664
7209.17,Yema_ads0,0.364929
7209.19,Yema_ads0,0.367401
7209.21,Yema_ads0,0.369049
7209.23,Yema_ads0,0.370087
7209.25,Yema_ads0,0.36615
7209.28,Yema_ads0,0.367615
7209.3,Yema_ads0,0.375916
7209.32,Yema_ads0,0.375427
7209.34,Yema_ads0,0.373383
7209.36,Yeda0,2.90909
7209.37,Yema_ads0,0.36911
7209.39,Yema_ads0,0.367249
7209.41,Yema_ads0,0.366028
7209.43,Yema_ads0,0.365662
7209.45,Yema_ads0,0.366608
7209.47,Yema_ads0,0.368011
7209.49,Yema_ads0,0.368317
7209.63,Yeda0,2.84444
7209.65,Yema_ads0,0.360138
7209.67,Yema_ads0,0.360992
7209.69,Yema_ads0,0.361755
7209.71,Yema_ads0,0.362885
7209.73,Yema_ads0,0.363953
7209.75,Yema_ads0,0.364777
7209.76,Yema_ads0,0.365723
7209.78,Yema_ads0,0.366455
7209.8,Yema_ads0,0.366943
7209.82,Yema_ads0,0.367371
7209.84,Yema_ads0,0.367737
7209.86,Yema_ads0,0.368103
7209.88,Yeda0,2.90909
7209.9,Yema_ads0,0.366241
7209.92,Yema_ads0,0.363312
7209.94,Yema_ads0,0.36087
7209.96,Yema_ads0,0.362
7209.98,Yema_ads0,0.364838
7210.0,Yema_ads0,0.367981
7210.02,Yema_ads0,0.370239
7210.04,Yema_ads0,0.371674
7210.05,Yema_ads0,0.372345
7210.08,Yema_ads0,0.366974
7210.09,Yema_ads0,0.365418
7210.11,Yema_ads0,0.375183
7210.13,Yeda0,2.90909
7210.15,Yema_ads0,0.374268
7210.17,Yema_ads0,0.372589
7210.19,Yema_ads0,0.371155
7210.21,Yema_ads0,0.369995
7210.23,Yema_ads0,0.368958
7210.25,Yema_ads0,0.368774
7210.27,Yema_ads0,0.36972
7210.29,Yema_ads0,0.371368
7210.31,Yema_ads0,0.372345
7210.33,Yema_ads0,0.370911
7210.35,Yema_ads0,0.36734
7210.37,Yema_ads0,0.364197
7210.38,Yeda0,2.84444
7210.4,Yema_ads0,0.361328
7210.42,Yema_ads0,0.361084
7210.44,Yema_ads0,0.36084
7210.46,Yema_ads0,0.360962
7210.48,Yema_ads0,0.360962
7210.5,Yema_ads0,0.361267
7210.64,Yeda0,2.61224
7210.67,Yema_ads0,0.364075
7210.69,Yema_ads0,0.364044
7210.7,Yema_ads0,0.362946
7210.72,Yema_ads0,0.360901
7210.74,Yema_ads0,0.35791
7210.76,Yema_ads0,0.358185
7210.78,Yema_ads0,0.361115
7210.8,Yema_ads0,0.364502
7210.82,Yema_ads0,0.367401
7210.84,Yema_ads0,0.369324
7210.86,Yema_ads0,0.370667
7210.88,Yema_ads0,0.367828
7210.9,Yeda0,2.5098
7210.92,Yema_ads0,0.369171
7210.94,Yema_ads0,0.373108
7210.96,Yema_ads0,0.372803
7210.98,Yema_ads0,0.371826
7211.0,Yema_ads0,0.370544
7211.02,Yema_ads0,0.369965
7211.04,Yema_ads0,0.368927
7211.05,Yema_ads0,0.368591
7211.08,Yema_ads0,0.369263
7211.09,Yema_ads0,0.370728
7211.12,Yema_ads0,0.371887
7211.13,Yema_ads0,0.370605
7211.15,Yeda0,2.90909
7211.17,Yema_ads0,0.362091
7211.19,Yema_ads0,0.359558
7211.21,Yema_ads0,0.358337
7211.23,Yema_ads0,0.35788
7211.25,Yema_ads0,0.357635
7211.27,Yema_ads0,0.357971
7211.29,Yema_ads0,0.358368
7211.31,Yema_ads0,0.359283
7211.33,Yema_ads0,0.36026
7211.35,Yema_ads0,0.36145
7211.36,Yema_ads0,0.362671
7211.38,Yema_ads0,0.363647
7211.4,Yeda0,2.84444
7211.42,Yema_ads0,0.365173
7211.44,Yema_ads0,0.365814
7211.46,Yema_ads0,0.366119
7211.48,Yema_ads0,0.366394
7211.5,Yema_ads0,0.365387
7211.64,Yema_ads0,0.371338
7211.66,Yeda0,2.90909
7211.68,Yema_ads0,0.365326
7211.7,Yema_ads0,0.363342
7211.72,Yema_ads0,0.374084
7211.74,Yema_ads0,0.375916
7211.76,Yema_ads0,0.375
7211.78,Yema_ads0,0.373505
7211.8,Yema_ads0,0.371918
7211.82,Yema_ads0,0.370636
7211.84,Yema_ads0,0.36969
7211.86,Yema_ads0,0.369476
7211.88,Yema_ads0,0.370361
7211.9,Yema_ads0,0.371735
7211.92,Yeda0,2.84444
7211.94,Yema_ads0,0.369812
7211.96,Yema_ads0,0.365448
7211.97,Yema_ads0,0.361938
7211.99,Yema_ads0,0.359985
7212.01,Yema_ads0,0.359009
7212.03,Yema_ads0,0.358398
7212.05,Yema_ads0,0.358246
7212.07,Yema_ads0,0.358337
7212.09,Yema_ads0,0.358826
7212.11,Yema_ads0,0.359436
7212.13,Yema_ads0,0.360443
7212.15,Yema_ads0,0.361481
7212.17,Yeda0,2.90909
7212.19,Yema_ads0,0.363403
7212.21,Yema_ads0,0.364197
7212.23,Yema_ads0,0.364868
7212.25,Yema_ads0,0.365295
7212.26,Yema_ads0,0.365509
7212.29,Yema_ads0,0.364014
7212.3,Yema_ads0,0.361389
7212.32,Yema_ads0,0.358551
7212.34,Yema_ads0,0.358978
7212.36,Yema_ads0,0.362183
7212.38,Yema_ads0,0.365814
7212.4,Yema_ads0,0.368622
7212.42,Yeda0,2.56
7212.44,Yema_ads0,0.371826
7212.46,Yema_ads0,0.369019
7212.48,Yema_ads0,0.367126
7212.5,Yema_ads0,0.37854
7212.69,Yeda0,3.12195
7212.71,Yema_ads0,0.369263
7212.72,Yema_ads0,0.366577
7212.74,Yema_ads0,0.363586
7212.76,Yema_ads0,0.362
7212.79,Yema_ads0,0.359314
7212.81,Yema_ads0,0.359406
7212.83,Yema_ads0,0.359497
7212.85,Yema_ads0,0.359711
7212.87,Yema_ads0,0.360168
7212.89,Yema_ads0,0.360962
7212.91,Yema_ads0,0.36203
7212.93,Yema_ads0,0.363068
7212.94,Yeda0,3.55556
7212.96,Yema_ads0,0.365265
7212.98,Yema_ads0,0.36618
7213.01,Yema_ads0,0.366943
7213.02,Yema_ads0,0.367554
7213.04,Yema_ads0,0.367798
7213.06,Yema_ads0,0.366791
7213.08,Yema_ads0,0.364471
7213.1,Yema_ads0,0.361938
7213.12,Yema_ads0,0.363037
7213.14,Yema_ads0,0.365906
